,index,imdb_rating,imdb_total_votes,title,release_year,original_language,overview,budget,genres,release_date,revenue,runtime,spoken_languages,tmdb_rating,tmdb_total_votes,production_companies,production_countries,Watched,directors,writers,name_year,Date,Name,Year,Letterboxd URI,my_rating
49,49,8.1,407316,The Exorcist,1973,en,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",11000000.0,['Horror'],1973-12-26,441306145.0,122.0,"['de', ' fr', ' la', ' ar', ' el', ' en']",7.722,6639.0,"['Warner Bros. Pictures', ' Hoya Productions']",['US'],1,William Friedkin,William Peter Blatty,The Exorcist 1973,2021-09-07,The Exorcist,1973.0,https://boxd.it/1Yoo,8.0
50,50,7.3,226436,The Karate Kid,1984,en,"After some violent confrontations with his new classmates, Daniel LaRusso learns karate from Japanese handyman Mr. Miyagi, in order to defend himself.",8000000.0,"['Action', ' Family', ' Drama']",1984-06-22,130442786.0,126.0,['en'],7.172,3467.0,"['Columbia Pictures', ' Jerry Weintraub Productions', ' Delphi II Productions']",['US'],1,John G. Avildsen,Robert Mark Kamen,The Karate Kid 1984,2021-09-07,The Karate Kid,1984.0,https://boxd.it/27Wk,7.0
51,51,8.2,1572,They Don't Wear Black Tie,1981,pt,"Otavio is an idealistic union leader trying to organize workers at a factory to resist the company's exploitative practices. His son, Tião, one of the employees, is more of a realist and doesn't want to risk losing his job by striking. This clash of perspectives puts the father and son at odds. Fortunately, Tião's mother, Romana, is on hand to act as a moderator between the two opinionated men.",0.0,['Drama'],1981-09-28,0.0,134.0,['pt'],8.174,46.0,"['Embrafilme', ' Leon Hirszman Produções Cinematográficas']",['BR'],1,Leon Hirszman,,They Don't Wear Black Tie 1981,2021-09-07,They Don't Wear Black Tie,1981.0,https://boxd.it/66nQ,10.0
52,52,7.1,275219,Don't Breathe,2016,en,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,9900000.0,"['Thriller', ' Horror']",2016-06-08,159047649.0,89.0,['en'],7.004,6443.0,"['Ghost House Pictures', ' Screen Gems', ' Stage 6 Films']",['US'],1,Fede Alvarez,,Don't Breathe 2016,2021-09-07,Don't Breathe,2016.0,https://boxd.it/9yzw,8.0
53,53,6.5,187870,The Girl on the Train,2016,en,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",45000000.0,"['Thriller', ' Mystery', ' Drama']",2016-10-05,173185859.0,112.0,"['es', ' en']",6.424,5141.0,"['DreamWorks Pictures', ' Marc Platt Productions', ' Reliance Entertainment', ' Amblin Partners']","['IN', ' US']",1,Tate Taylor,,The Girl on the Train 2016,2022-01-17,The Girl on the Train,2016.0,https://boxd.it/bCJY,4.0
54,54,5.7,44662,Suburbicon,2017,en,"In the quiet family town of Suburbicon during the 1950s, the best and worst of humanity is hilariously reflected through the deeds of seemingly ordinary people. When a home invasion turns deadly, a picture-perfect family turns to blackmail, revenge and murder.",25000000.0,"['Thriller', ' Crime', ' Drama', ' Mystery']",2017-10-26,12751667.0,105.0,['en'],5.862,1496.0,"['Smoke House Pictures', ' Dark Castle Entertainment', ' Silver Pictures', ' Black Bear Pictures', ' Huahua Media']","['GB', ' US']",1,George Clooney,,Suburbicon 2017,2021-09-07,Suburbicon,2017.0,https://boxd.it/dQ8Q,2.0
55,55,6.6,42570,Ingrid Goes West,2017,en,"Ingrid becomes obsessed with a social network star named Taylor Sloane who seemingly has a perfect life. But when Ingrid decides to drop everything and move west to be Taylor's friend, her behaviour turns unsettling and dangerous.",0.0,"['Comedy', ' Drama']",2017-08-11,24931915.0,97.0,['en'],6.434,798.0,"['Star Thrower Entertainment', ' 141 Entertainment', ' Mighty Engine']",['US'],1,Matt Spicer,,Ingrid Goes West 2017,2021-09-07,Ingrid Goes West,2017.0,https://boxd.it/evUQ,4.0
56,56,7.3,27718,Bacurau,2019,pt,"Bacurau, a small town in the Brazilian sertão, mourns the loss of its matriarch, Carmelita, who lived to be 94. Days later, its inhabitants notice that their community has vanished from most maps.",0.0,"['Mystery', ' Western', ' Thriller']",2019-08-29,0.0,131.0,"['en', ' pt']",7.772,892.0,"['ARTE France Cinéma', ' CNC', ' SBS Films', ' Globo Filmes', ' Símio Filmes', ' CinemaScópio Produções']","['BR', ' FR']",1,,,Bacurau 2019,2022-09-28,Bacurau,2019.0,https://boxd.it/fSUG,8.0
57,57,7.5,525964,A Quiet Place,2018,en,A family is forced to live in silence while hiding from creatures that hunt by sound.,17000000.0,"['Horror', ' Drama', ' Science Fiction']",2018-04-03,340952971.0,91.0,['en'],7.4,12130.0,"['Paramount', ' Platinum Dunes']",['US'],1,John Krasinski,,A Quiet Place 2018,2021-09-07,A Quiet Place,2018.0,https://boxd.it/fVJQ,5.0
58,58,6.8,297414,Us,2019,en,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",20000000.0,"['Horror', ' Thriller', ' Mystery']",2019-03-14,255105930.0,116.0,['en'],6.974,6242.0,"['Universal Pictures', ' Blumhouse Productions', ' QC Entertainment', ' Monkeypaw Productions']",['US'],1,Jordan Peele,Jordan Peele,Us 2019,2021-09-07,Us,2019.0,https://boxd.it/gnV6,6.0
59,59,6.5,114821,The Hunt,2020,en,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",14000000.0,"['Action', ' Thriller', ' Horror']",2020-03-11,42415898.0,90.0,"['en', ' ar', ' hr']",6.655,2525.0,"['dentsu', ' Blumhouse Productions', ' White Rabbit Productions']","['US', ' JP']",1,Craig Zobel,,The Hunt 2020,2021-09-07,The Hunt,2020.0,https://boxd.it/iE9i,7.0
60,60,7.1,317938,Midsommar,2019,en,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",9000000.0,"['Horror', ' Drama', ' Mystery']",2019-07-03,47980982.0,147.0,"['en', ' sv']",7.142,5340.0,"['B-Reel Films', ' Square Peg']","['SE', ' US']",1,Ari Aster,Ari Aster,Midsommar 2019,2021-09-07,Midsommar,2019.0,https://boxd.it/jhxe,9.0
61,61,6.6,141004,Borat Subsequent Moviefilm,2020,en,"14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",0.0,['Comedy'],2020-10-23,0.0,96.0,"['en', ' bg', ' hr', ' he', ' hu', ' ro']",6.484,2034.0,"['Amazon Studios', ' Four by Two Films', ' Oak Springs Productions']",['US'],1,Jason Woliner,,Borat Subsequent Moviefilm 2020,2021-09-07,Borat Subsequent Moviefilm,2020.0,https://boxd.it/rNS0,8.0
62,62,7.1,384375,Mean Girls,2004,en,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",17000000.0,['Comedy'],2004-04-30,130126277.0,97.0,"['sw', ' en', ' de', ' vi']",7.172,7421.0,"['Paramount', ' Broadway Video', ' M.G. Films']","['CA', ' US']",1,Mark Waters,,Mean Girls 2004,2021-09-07,Mean Girls,2004.0,https://boxd.it/1VNg,6.0
63,63,7.4,30274,SLC Punk,1998,en,"Two former geeks become 1980s punks, then party and go to concerts while deciding what to do with their lives.",0.0,"['Comedy', ' Drama', ' Crime', ' Music']",1998-09-24,299200.0,97.0,['en'],7.133,286.0,['Beyond Films'],['US'],1,James Merendino,James Merendino,SLC Punk 1998,2021-09-07,SLC Punk,1998.0,https://boxd.it/21JY,5.0
64,64,7.3,342574,10 Things I Hate About You,1999,en,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",16000000.0,"['Comedy', ' Romance', ' Drama']",1999-03-30,53478166.0,97.0,"['en', ' fr']",7.6,6769.0,"['Mad Chance', ' Jaret Entertainment']",['US'],1,Gil Junger,,10 Things I Hate About You 1999,2021-09-07,10 Things I Hate About You,1999.0,https://boxd.it/23AO,8.0
65,65,7.7,390674,The Machinist,2004,en,"Trevor, an insomniac lathe operator, experiences unusual occurrences at work and home. A strange man follows him everywhere, but no one else seems to notice him.",5000000.0,"['Thriller', ' Drama']",2004-02-09,8203235.0,101.0,['en'],7.522,4631.0,"['Filmax Entertainment', ' Castelao Productions', ' Canal+ España', ' ICAA', ' ICF']","['FR', ' ES', ' GB', ' US']",1,Brad Anderson,Scott Kosar,The Machinist 2004,2021-09-07,The Machinist,2004.0,https://boxd.it/248c,5.0
66,66,7.8,296413,Pride & Prejudice,2005,en,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",28000000.0,"['Drama', ' Romance']",2005-09-16,121147947.0,127.0,['en'],8.094,6802.0,"['Universal Pictures', ' StudioCanal', ' Scion Films', ' Focus Features', ' Working Title Films']","['FR', ' GB', ' US']",1,Joe Wright,,Pride & Prejudice 2005,2021-09-07,Pride & Prejudice,2005.0,https://boxd.it/24u8,7.0
67,67,7.3,151298,Mr. Brooks,2007,en,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,20000000.0,"['Crime', ' Thriller']",2007-06-01,48443734.0,120.0,['en'],6.897,1441.0,"['Metro-Goldwyn-Mayer', ' Tig Productions', ' Eden Rock Media', ' Element Films', ' Relativity Media']",['US'],1,Bruce A. Evans,,Mr. Brooks 2007,2021-09-07,Mr. Brooks,2007.0,https://boxd.it/25nW,6.0
68,68,6.8,244974,Bridget Jones's Diary,2001,en,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",25000000.0,"['Comedy', ' Romance', ' Drama']",2001-04-13,281929795.0,97.0,['en'],6.751,4346.0,"['Working Title Films', ' Little Bird']",['GB'],1,Sharon Maguire,,Bridget Jones's Diary 2001,2021-09-07,Bridget Jones's Diary,2001.0,https://boxd.it/29WQ,7.0
69,69,7.8,336097,Being John Malkovich,1999,en,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",13000000.0,"['Comedy', ' Drama', ' Fantasy']",1999-10-29,22863596.0,113.0,"['fr', ' en']",7.416,3643.0,"['Gramercy Pictures', ' Propaganda Films', ' Single Cell Pictures']",['US'],1,Spike Jonze,Charlie Kaufman,Being John Malkovich 1999,2022-01-14,Being John Malkovich,1999.0,https://boxd.it/2ahu,9.0
70,70,8.0,510946,The Perks of Being a Wallflower,2012,en,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",13000000.0,['Drama'],2012-09-20,33400000.0,103.0,['en'],7.774,9264.0,['Mr. Mudd Production'],['US'],1,Stephen Chbosky,Stephen Chbosky,The Perks of Being a Wallflower 2012,2022-09-27,The Perks of Being a Wallflower,2012.0,https://boxd.it/2ZA8,5.0
71,71,5.6,53832,Ma,2019,en,"Sue Ann is a loner who keeps to herself in her quiet Ohio town. One day, she is asked by Maggie, a new teenager in town, to buy some booze for her and her friends, and Sue Ann sees the chance to make some unsuspecting, if younger, friends of her own.",5000000.0,"['Horror', ' Thriller']",2019-05-29,51749995.0,99.0,['en'],5.799,1859.0,"['Universal Pictures', ' Blumhouse Productions', ' Wyolah Films']",['US'],1,Tate Taylor,Scotty Landes,Ma 2019,2021-09-07,Ma,2019.0,https://boxd.it/i8Wi,4.0
72,72,7.7,23234,Justice League Dark: Apokolips War,2020,en,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",0.0,"['Animation', ' Action', ' Science Fiction']",2020-05-05,0.0,90.0,['en'],8.286,1240.0,"['Warner Bros. Animation', ' DC Entertainment']",['US'],1,,,Justice League Dark: Apokolips War 2020,2022-05-21,Justice League Dark: Apokolips War,2020.0,https://boxd.it/mSeO,4.0
73,73,5.8,40725,The Babysitter: Killer Queen,2020,en,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.",0.0,"['Comedy', ' Horror']",2020-09-10,0.0,101.0,['en'],6.408,1217.0,"['Wonderland Sound and Vision', ' Boies/Schiller Film Group']",['US'],1,McG,,The Babysitter: Killer Queen 2020,2022-05-21,The Babysitter: Killer Queen,2020.0,https://boxd.it/n4VA,3.0
74,74,6.9,38010,Repo Man,1984,en,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",1500000.0,"['Comedy', ' Science Fiction']",1984-02-20,2300000.0,92.0,"['en', ' es']",6.703,467.0,"['Universal Pictures', ' Edge City']",['US'],1,Alex Cox,Alex Cox,Repo Man 1984,2021-09-07,Repo Man,1984.0,https://boxd.it/1Plg,3.0
75,75,6.4,133308,Accepted,2006,en,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.",23000000.0,['Comedy'],2006-08-18,38505009.0,93.0,['en'],6.374,1314.0,"['Universal Pictures', ' Shady Acres Entertainment']",['US'],1,Steve Pink,,Accepted 2006,2022-01-05,Accepted,2006.0,https://boxd.it/1XO6,6.0
76,76,6.9,219043,Clueless,1995,en,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",12000000.0,"['Comedy', ' Romance']",1995-07-19,56631572.0,97.0,"['es', ' en']",7.288,3673.0,['Paramount'],['US'],1,Amy Heckerling,Amy Heckerling,Clueless 1995,2021-09-07,Clueless,1995.0,https://boxd.it/1Ygk,6.0
77,77,7.5,415145,28 Days Later,2002,en,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",5000000.0,"['Horror', ' Thriller', ' Science Fiction']",2002-10-31,85720385.0,113.0,"['es', ' en']",7.199,5615.0,['DNA Films'],['GB'],1,Danny Boyle,Alex Garland,28 Days Later 2002,2022-09-27,28 Days Later,2002.0,https://boxd.it/2aXU,7.0
